ID,ementa detalhada,temas,sub_ementas,tokens_temas,tema_principal,similaridade,cluster,Tema_Cluster
5539,Altera a Lei nº 9.503 de 1997.,"Processo Legislativo e Atuação Parlamentar, Viação, Transporte e Mobilidade",['Altera a Lei nº 9.503 de 1997.'],"['Processo Legislativo e Atuação Parlamentar', 'Viação', 'Transporte e Mobilidade']",Processo Legislativo e Atuação Parlamentar,0.520915150642395,18,Processo Legislativo e Atuação Parlamentar
5573,Altera a Lei nº 9.394 de 1996.,"Direitos Humanos e Minorias, Educação",['Altera a Lei nº 9.394 de 1996.'],"['Direitos Humanos e Minorias', 'Educação']",Direitos Humanos e Minorias,0.39647790789604187,28,Direitos Humanos e Minorias
5574,Altera a Lei nº 9.250 de 1995.,"Educação, Finanças Públicas e Orçamento",['Altera a Lei nº 9.250 de 1995.'],"['Educação', 'Finanças Públicas e Orçamento']",Educação,0.4242952764034271,36,Finanças Públicas e Orçamento
5577,Altera a Lei nº 11.051 de 2004.,"Direito Civil e Processual Civil, Finanças Públicas e Orçamento",['Altera a Lei nº 11.051 de 2004.'],"['Direito Civil e Processual Civil', 'Finanças Públicas e Orçamento']",Direito Civil e Processual Civil,0.4970949590206146,27,Direito Civil e Processual Civil
5584,"Concede anistia a todos aqueles que, no período de 1 de janeiro de 2019 e 21 de abril de 2022, tenham praticado atos que sejam investigados ou processados sob a forma de crimes de natureza política ou conexo.","Direito Constitucional, Direito Penal e Processual Penal, Política, Partidos e Eleições","['Concede anistia a todos aqueles que', 'no período de 1 de janeiro de 2019 e 21 de abril de 2022', 'tenham praticado atos que sejam investigados ou processados sob a forma de crimes de natureza política ou conexo.']","['Direito Constitucional', 'Direito Penal e Processual Penal', 'Política', 'Partidos e Eleições']",Direito Constitucional,0.4677704493789112,16,Direito Civil e Processual Civil
5595,Altera a Lei nº 9.250 de 1995.,"Educação, Finanças Públicas e Orçamento, Trabalho e Emprego",['Altera a Lei nº 9.250 de 1995.'],"['Educação', 'Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Educação,0.4242952764034271,36,Finanças Públicas e Orçamento
5598,"Estabelece que o Distrito Federal será destinatário do perdimento de bens, direitos e valores, como efeito da condenação por crimes de lavagem de dinheiro.","Administração Pública, Direito Penal e Processual Penal","['Estabelece que o Distrito Federal será destinatário do perdimento de bens', 'direitos e valores', 'como efeito da condenação por crimes de lavagem de dinheiro.']","['Administração Pública', 'Direito Penal e Processual Penal']",Administração Pública,0.5420620575645901,5,Trabalho e Emprego
5619,Altera o Decreto-lei 2.848 de 1940.,"Arte, Cultura e Religião, Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera o Decreto-lei 2.848 de 1940.'],"['Arte', 'Cultura e Religião', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Arte,0.46358516812324524,34,Direito Penal e Processual Penal
5627,Altera o Decreto-Lei nº 5.452 de 1943.,Trabalho e Emprego,['Altera o Decreto-Lei nº 5.452 de 1943.'],['Trabalho e Emprego'],Trabalho e Emprego,0.4434918165206909,43,Meio Ambiente e Desenvolvimento Sustentável
5635,Altera as Leis nº 9.504 de 1997 e 8.730 de 1993.,"Administração Pública, Política, Partidos e Eleições",['Altera as Leis nº 9.504 de 1997 e 8.730 de 1993.'],"['Administração Pública', 'Política', 'Partidos e Eleições']",Administração Pública,0.4388769567012787,7,Finanças Públicas e Orçamento
5651,Altera as Leis nº 9.472 de  1997 e 9.998 de 2000.,"Comunicações, Direitos Humanos e Minorias, Finanças Públicas e Orçamento",['Altera as Leis nº 9.472 de  1997 e 9.998 de 2000.'],"['Comunicações', 'Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento']",Comunicações,0.4207243025302887,15,Direitos Humanos e Minorias
5668,Altera o Decreto-Lei 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-Lei 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.48381710052490234,19,Direito e Defesa do Consumidor
5669,Altera a Lei nº 10.048 de 2000.,"Direitos Humanos e Minorias, Saúde",['Altera a Lei nº 10.048 de 2000.'],"['Direitos Humanos e Minorias', 'Saúde']",Direitos Humanos e Minorias,0.4065496325492859,20,Direitos Humanos e Minorias
5676,Trata do mandato dos membros da Diretoria Colegiada das Agências Reguladoras.,Administração Pública,['Trata do mandato dos membros da Diretoria Colegiada das Agências Reguladoras.'],['Administração Pública'],Administração Pública,0.4425051510334015,43,Meio Ambiente e Desenvolvimento Sustentável
5687,Altera a Lei nº 8.742 de 1993.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Previdência e Assistência Social",['Altera a Lei nº 8.742 de 1993.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Previdência e Assistência Social']",Direitos Humanos e Minorias,0.40476709604263306,20,Direitos Humanos e Minorias
5688,"Altera as Leis nº 12.340 de 2010, 12.858 de 2013 e 8.001 de 1990.","Defesa e Segurança, Finanças Públicas e Orçamento","['Altera as Leis nº 12.340 de 2010', '12.858 de 2013 e 8.001 de 1990.']","['Defesa e Segurança', 'Finanças Públicas e Orçamento']",Defesa e Segurança,0.4398725614661262,7,Finanças Públicas e Orçamento
5706,Altera as Leis nº 10.169 de 2000 e 8.935 de 1994.,"Direito Civil e Processual Civil, Direitos Humanos e Minorias",['Altera as Leis nº 10.169 de 2000 e 8.935 de 1994.'],"['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.47469374537467957,33,Direito e Defesa do Consumidor
5712,Altera a Lei nº 8.429 de 1992.,Administração Pública,['Altera a Lei nº 8.429 de 1992.'],['Administração Pública'],Administração Pública,0.4157046973705292,30,Finanças Públicas e Orçamento
5771,Altera a Lei nº 10.406 de 2002 e o Decreto=lei nº 2.848 de 1941.,"Direito Civil e Processual Civil, Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera a Lei nº 10.406 de 2002 e o Decreto=lei nº 2.848 de 1941.'],"['Direito Civil e Processual Civil', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.489968478679657,49,Direito Civil e Processual Civil
5784,Altera a Lei nº 13.675 de 2018.,"Defesa e Segurança, Homenagens e Datas Comemorativas, Saúde",['Altera a Lei nº 13.675 de 2018.'],"['Defesa e Segurança', 'Homenagens e Datas Comemorativas', 'Saúde']",Defesa e Segurança,0.4322868883609772,0,Trabalho e Emprego
5786,Altera a Lei nº 9.427 de 1996.,"Direito e Defesa do Consumidor, Direitos Humanos e Minorias, Energia, Recursos Hídricos e Minerais, Indústria, Comércio e Serviços",['Altera a Lei nº 9.427 de 1996.'],"['Direito e Defesa do Consumidor', 'Direitos Humanos e Minorias', 'Energia', 'Recursos Hídricos e Minerais', 'Indústria', 'Comércio e Serviços']",Direito e Defesa do Consumidor,0.47338682413101196,39,Direito Penal e Processual Penal
5797,Altera a Lei Complementar nº 141 de 2012.,"Finanças Públicas e Orçamento, Saúde",['Altera a Lei Complementar nº 141 de 2012.'],"['Finanças Públicas e Orçamento', 'Saúde']",Finanças Públicas e Orçamento,0.46460825204849243,34,Direito Penal e Processual Penal
5803,Estabelece mecanismos para controle cadastral de animais domésticos.,"Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",['Estabelece mecanismos para controle cadastral de animais domésticos.'],"['Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável']",Finanças Públicas e Orçamento,0.4963681697845459,27,Direito Civil e Processual Civil
5813,Altera a Lei nº 9.250 de 1995.,"Finanças Públicas e Orçamento, Saúde",['Altera a Lei nº 9.250 de 1995.'],"['Finanças Públicas e Orçamento', 'Saúde']",Finanças Públicas e Orçamento,0.4242953062057495,36,Finanças Públicas e Orçamento
5822,Estabelece penalidades para o condutor que alterar características do veículo de carga ou de transporte de passageiro.,"Cidades e Desenvolvimento Urbano, Viação, Transporte e Mobilidade",['Estabelece penalidades para o condutor que alterar características do veículo de carga ou de transporte de passageiro.'],"['Cidades e Desenvolvimento Urbano', 'Viação', 'Transporte e Mobilidade']",Cidades e Desenvolvimento Urbano,0.5492950081825256,5,Trabalho e Emprego
5825,Altera a Lei nº 8.987 de 1995.,"Administração Pública, Defesa e Segurança, Energia, Recursos Hídricos e Minerais",['Altera a Lei nº 8.987 de 1995.'],"['Administração Pública', 'Defesa e Segurança', 'Energia', 'Recursos Hídricos e Minerais']",Administração Pública,0.4325978457927704,0,Trabalho e Emprego
5844,Altera a Lei nº 12.608 de 2012.,"Defesa e Segurança, Trabalho e Emprego",['Altera a Lei nº 12.608 de 2012.'],"['Defesa e Segurança', 'Trabalho e Emprego']",Defesa e Segurança,0.4332330822944641,0,Trabalho e Emprego
5853,Altera o Decreto-lei nº 5.452 de 1943.,"Direitos Humanos e Minorias, Trabalho e Emprego",['Altera o Decreto-lei nº 5.452 de 1943.'],"['Direitos Humanos e Minorias', 'Trabalho e Emprego']",Direitos Humanos e Minorias,0.4318040907382965,0,Trabalho e Emprego
5871,Altera a Lei nº 9.250 de 1995.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Saúde",['Altera a Lei nº 9.250 de 1995.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Saúde']",Direitos Humanos e Minorias,0.4242952764034271,36,Finanças Públicas e Orçamento
5885,Altera as Leis nº 7.713 de 1988 e 9.249 de 1995.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Saúde",['Altera as Leis nº 7.713 de 1988 e 9.249 de 1995.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Saúde']",Direitos Humanos e Minorias,0.42681628465652466,26,Direitos Humanos e Minorias
5888,Altera o Decreto-lei nº 2.848 de 1940.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.46050721406936646,8,Direito Penal e Processual Penal
5895,Altera a Lei nº9.394 de 1996.,"Direitos Humanos e Minorias, Educação",['Altera a Lei nº9.394 de 1996.'],"['Direitos Humanos e Minorias', 'Educação']",Direitos Humanos e Minorias,0.41711583733558655,30,Finanças Públicas e Orçamento
5904,"Altera a Lei nº 6.015, de 1973.","Direito Civil e Processual Civil, Direitos Humanos e Minorias","['Altera a Lei nº 6.015', 'de 1973.']","['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.47543258708098834,33,Direito e Defesa do Consumidor
5937,Altera o Decreto-lei nº 2.848 de 1940.,"Administração Pública, Direito Penal e Processual Penal",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Administração Pública', 'Direito Penal e Processual Penal']",Administração Pública,0.4605071544647217,8,Direito Penal e Processual Penal
5938,Altera a Lei Complementar nº 79 de 1994.,"Defesa e Segurança, Finanças Públicas e Orçamento",['Altera a Lei Complementar nº 79 de 1994.'],"['Defesa e Segurança', 'Finanças Públicas e Orçamento']",Defesa e Segurança,0.4608714282512665,8,Direito Penal e Processual Penal
5957,Altera a Lei nº 9.503 de 1997.,"Defesa e Segurança, Viação, Transporte e Mobilidade",['Altera a Lei nº 9.503 de 1997.'],"['Defesa e Segurança', 'Viação', 'Transporte e Mobilidade']",Defesa e Segurança,0.3854443430900574,48,Viação
5959,Altera a Lei nº 4.737 de 1965.,"Política, Partidos e Eleições",['Altera a Lei nº 4.737 de 1965.'],"['Política', 'Partidos e Eleições']",Política,0.4572760760784149,29,Direitos Humanos e Minorias
5965,Altera o Decreto-Lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-Lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.48191145062446594,41,Direito Penal e Processual Penal
5972,Altera a Lei nº 8.069 de 1900.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera a Lei nº 8.069 de 1900.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.48301199078559875,41,Direito Penal e Processual Penal
5982,Altera a Lei nº 9.478 de 1997.,"Energia, Recursos Hídricos e Minerais, Finanças Públicas e Orçamento, Indústria, Comércio e Serviços, Trabalho e Emprego",['Altera a Lei nº 9.478 de 1997.'],"['Energia', 'Recursos Hídricos e Minerais', 'Finanças Públicas e Orçamento', 'Indústria', 'Comércio e Serviços', 'Trabalho e Emprego']",Energia,0.403741717338562,20,Direitos Humanos e Minorias
6008,Altera as Leis nº 8.069 de 1990 e  8.072 de 1990 e os Decretos-Lei nº 2.848 de 1940 e 3.689 de 1941.,"Direito Penal e Processual Penal, Direitos Humanos e Minorias",['Altera as Leis nº 8.069 de 1990 e  8.072 de 1990 e os Decretos-Lei nº 2.848 de 1940 e 3.689 de 1941.'],"['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.4703661799430847,16,Direito Civil e Processual Civil
6013,Altera a Lei nº 13.105 de 2015.,Direito Civil e Processual Civil,['Altera a Lei nº 13.105 de 2015.'],['Direito Civil e Processual Civil'],Direito Civil e Processual Civil,0.4689862132072449,16,Direito Civil e Processual Civil
6019,Altera a Lei nº 9.503 de 1997.,"Viação, Transporte e Mobilidade",['Altera a Lei nº 9.503 de 1997.'],"['Viação', 'Transporte e Mobilidade']",Viação,0.38544440269470215,48,Viação
6046,Altera a Lei nº 10.406 de 2002.,"Direito Civil e Processual Civil, Viação, Transporte e Mobilidade",['Altera a Lei nº 10.406 de 2002.'],"['Direito Civil e Processual Civil', 'Viação', 'Transporte e Mobilidade']",Direito Civil e Processual Civil,0.5009211301803589,10,Direito Civil e Processual Civil
6047,"Altera a Lei nº 13.979 de 2020.

Revoga a Lei nº 14.019 de 2020.","Direitos Humanos e Minorias, Saúde",['Altera a Lei nº 13.979 de 2020.\n\nRevoga a Lei nº 14.019 de 2020.'],"['Direitos Humanos e Minorias', 'Saúde']",Direitos Humanos e Minorias,0.40251803398132324,38,Direitos Humanos e Minorias
6083,Altera o Decreto-lei nº 1.783 de 1980.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento",['Altera o Decreto-lei nº 1.783 de 1980.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento']",Direitos Humanos e Minorias,0.41190463304519653,47,Direitos Humanos e Minorias
6109,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
6121,Altera a Lei nº 10.925 de 2004.,"Agricultura, Pecuária, Pesca e Extrativismo, Finanças Públicas e Orçamento, Indústria, Comércio e Serviços",['Altera a Lei nº 10.925 de 2004.'],"['Agricultura', 'Pecuária', 'Pesca e Extrativismo', 'Finanças Públicas e Orçamento', 'Indústria', 'Comércio e Serviços']",Agricultura,0.41786909103393555,30,Finanças Públicas e Orçamento
6126,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
6139,Altera a Lei nº 5.172 de 1966.,"Administração Pública, Finanças Públicas e Orçamento",['Altera a Lei nº 5.172 de 1966.'],"['Administração Pública', 'Finanças Públicas e Orçamento']",Administração Pública,0.4424775242805481,43,Meio Ambiente e Desenvolvimento Sustentável
6160,"Altera a Lei nº 9.656, de 1998.","Direito e Defesa do Consumidor, Saúde","['Altera a Lei nº 9.656', 'de 1998.']","['Direito e Defesa do Consumidor', 'Saúde']",Direito e Defesa do Consumidor,0.5021325801980907,40,Direito e Defesa do Consumidor
6168,Altera a Lei nº 8.742 de 1993.,"Direitos Humanos e Minorias, Previdência e Assistência Social",['Altera a Lei nº 8.742 de 1993.'],"['Direitos Humanos e Minorias', 'Previdência e Assistência Social']",Direitos Humanos e Minorias,0.40476709604263306,20,Direitos Humanos e Minorias
6177,Altera a Lei nº4.595 de 1964.,"Administração Pública, Economia",['Altera a Lei nº4.595 de 1964.'],"['Administração Pública', 'Economia']",Administração Pública,0.4168114960193634,30,Finanças Públicas e Orçamento
6191,Altera a Lei nº 10.893 de 2004.,"Educação, Finanças Públicas e Orçamento",['Altera a Lei nº 10.893 de 2004.'],"['Educação', 'Finanças Públicas e Orçamento']",Educação,0.42873838543891907,26,Direitos Humanos e Minorias
6197,Altera a Lei nº 8.072 de 1990.,"Defesa e Segurança, Direito Penal e Processual Penal",['Altera a Lei nº 8.072 de 1990.'],"['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.4734257757663727,39,Direito Penal e Processual Penal
6207,Altera o Decreto-lei nº3.689 de 1941.,"Administração Pública, Direito Penal e Processual Penal",['Altera o Decreto-lei nº3.689 de 1941.'],"['Administração Pública', 'Direito Penal e Processual Penal']",Administração Pública,0.4739704430103302,39,Direito Penal e Processual Penal
